gene_id	chr	gene_name	start	end	strand	description
YCR023C	3		160373	158538	C	Vacuolar membrane protein of unknown function; member of the multidrug resistance family; YCR023C is not an essential gene
YCR024C	3	SLM5	162222	160744	C	Mitochondrial asparaginyl-tRNA synthetase
YCR024C-B	3		162865	162599	C	Putative protein of unknown function; identified by expression profiling and mass spectrometry
YCR024C-A	3	PMP1	163067	162945	C	Regulatory subunit for the plasma membrane H(+)-ATPase Pma1p; small single-membrane span proteolipid; forms unique helix and positively charged cytoplasmic domain that is able to specifically segregate phosphatidylserines; PMP1 has a paralog, PMP2, that arose from the whole genome duplication
YCR025C	3		163856	163446	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YCR025C is not an essential gene
YCR026C	3	NPP1	166339	164111	C	Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; NPP1 has a paralog, NPP2, that arose from the whole genome duplication
YCR027C	3	RHB1	167999	167370	C	Putative Rheb-related GTPase involved in regulating canavanine resistance and arginine uptake; member of the Ras superfamily of G-proteins
YCR028C	3	FEN2	172424	170886	C	Plasma membrane H+-pantothenate symporter; confers sensitivity to the antifungal agent fenpropimorph; relocalizes from vacuole to cytoplasm upon DNA replication stress
YCR028C-A	3	RIM1	173440	172950	C	Single-stranded DNA-binding protein essential for mitochondrial genome maintenance; involved in mitochondrial DNA replication
YCR030C	3	SYP1	176438	173826	C	Protein of unknown function that is involved in endocytic site formation; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization
YCR031C	3	RPS14A	178220	177500	C	Protein component of the small (40S) ribosomal subunit; required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; homologous to mammalian ribosomal protein S14 and bacterial S11; RPS14A has a paralog, RPS14B, that arose from the whole genome duplication
YCR032W	3	BPH1	179520	186023	W	Protein homologous to Chediak-Higashi syndrome and Beige proteins; both of which are implicated in disease syndromes in human and mouse, respectively, due to defective lysosomal trafficking; mutant phenotype and genetic interactions suggest a role in protein sorting
YCR033W	3	SNT1	186489	190169	W	Subunit of the Set3C deacetylase complex; interacts directly with the Set3C subunit, Sif2p; putative DNA-binding protein; mutant has increased aneuploidy tolerance; relocalizes to the cytosol in response to hypoxia
YCR034W	3	FEN1	190592	191635	W	Fatty acid elongase, involved in sphingolipid biosynthesis; acts on fatty acids of up to 24 carbons in length; mutations have regulatory effects on 1,3-beta-glucan synthase, vacuolar ATPase, and the secretory pathway; FEN1 has a paralog, ELO1, that arose from the whole genome duplication
YCR035C	3	RRP43	193018	191834	C	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp43p (OIP2, EXOSC8); protein abundance increases in response to DNA replication stress
YCR036W	3	RBK1	193297	194298	W	Putative ribokinase
YCR037C	3	PHO87	197185	194414	C	Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog, PHO90, that arose from the whole genome duplication
YCR038W-A	3		199293	199418	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene BUD5/YCR038C; identified by homology with hemiascomycetous yeast species
YCR038C	3	BUD5	199549	197621	C	GTP/GDP exchange factor for Rsr1p (Bud1p) required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types
YCR039C	3	MATALPHA2	200178	199546	C	Homeobox-domain protein that, with Mcm1p, represses a-specific genes in haploids; acts with A1p to repress transcription of haploid-specific genes in diploids; one of two genes encoded by the MATalpha mating type cassette
YCR040W	3	MATALPHA1	200442	200969	W	Transcriptional co-activator involved in regulation of mating-type-specific gene expression; targets the transcription factor Mcm1p to the promoters of alpha-specific genes; one of two genes encoded by the MATalpha mating type cassette
YCR041W	3		200911	201243	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YCR042C	3	TAF2	205397	201174	C	TFIID subunit (150 kDa), involved in RNA polymerase II transcription initiation
YCR043C	3		206644	206261	C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the Golgi apparatus; YCR043C is not an essential gene
YCR044C	3	PER1	207950	206877	C	Protein of the endoplasmic reticulum, required for GPI-phospholipase A2 activity that remodels the GPI anchor as a prerequisite for association of GPI-anchored proteins with lipid rafts; functionally complemented by human ortholog PERLD1
YCR045W-A	3		208751	209101	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with YCR045C; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching
YCR045C	3	RRT12	209610	208135	C	Probable subtilisin-family protease with a role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores
YCR046C	3	IMG1	210423	209914	C	Mitochondrial ribosomal protein of the large subunit, required for respiration and for maintenance of the mitochondrial genome
YCR047W-A	3		211301	211507	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with YCR047C; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching
YCR047C	3	BUD23	211545	210718	C	Methyltransferase, methylates residue G1575 of 18S rRNA; required for rRNA processing and nuclear export of 40S ribosomal subunits independently of methylation activity; diploid mutant displays random budding pattern
YCR048W	3	ARE1	211929	213761	W	Acyl-CoA:sterol acyltransferase; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the absence of oxygen; ARE1 has a paralog, ARE2, that arose from the whole genome duplication
YCR049C	3		212317	211871	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YCR050C	3		213772	213464	C	Non-essential protein of unknown function; deletion mutant is synthetically sick or lethal with alpha-synuclein
YCR051W	3		214071	214739	W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; contains ankyrin (Ank) repeats; YCR051W is not an essential gene
YCR052W	3	RSC6	214994	216445	W	Component of the RSC chromatin remodeling complex; essential for mitotic growth; RSC6 has a paralog, SNF12, that arose from the whole genome duplication
YCR053W	3	THR4	216697	218241	W	Threonine synthase, conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway
YCR054C	3	CTR86	220067	218376	C	Essential protein of unknown function; with orthologs in Ashbya gossypii and Candida albicans; similar to human ATXN10, mutations in which cause spinocerebellar ataxia type 10; codon usage corresponds to that observed for yeast genes expressed at low levels; relative distribution to the nucleus increases upon DNA replication stress
YCR057C	3	PWP2	223228	220457	C	Conserved 90S pre-ribosomal component essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0, A1, and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis
YCR059C	3	YIH1	224230	223454	C	Negative regulator of eIF2 kinase Gcn2p; competes with Gcn2p for binding to Gcn1p; may contribute to regulation of translation in response to starvation via regulation of Gcn2p; binds to monomeric actin and to ribosomes and polyribosomes; ortholog of mammalian IMPACT
YCR060W	3	TAH1	224399	224734	W	Component of conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly of large protein complexes such as box C/D snoRNPs and RNA polymerase II; contains a single TPR domain with at least two TPR motifs; plays a role in determining prion variants
YCR061W	3		225563	227458	W	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; induced by treatment with 8-methoxypsoralen and UVA irradiation
YCR063W	3	BUD31	228318	228791	W	Component of the SF3b subcomplex of the U2 snRNP; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; facilitates passage through G1/S Start, but is not required for G2/M transition or exit from mitosis
YCR064C	3		228505	228095	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene BUD31
YCR065W	3	HCM1	229310	231004	W	Forkhead transcription factor that drives S-phase specific expression of genes involved in chromosome segregation, spindle dynamics, and budding; suppressor of calmodulin mutants with specific SPB assembly defects; telomere maintenance role
YCR066W	3	RAD18	231500	232963	W	E3 ubiquitin ligase; forms heterodimer with Rad6p to monoubiquitinate PCNA-K164; heterodimer binds single-stranded DNA and has single-stranded DNA dependent ATPase activity; required for postreplication repair; SUMO-targeted ubiquitin ligase (STUbl) that contains a SUMO-interacting motif (SIM) which stimulates its ubiquitin ligase activity towards the sumoylated form of PCNA
YCR067C	3	SED4	236322	233125	C	Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog, SEC12, that arose from the whole genome duplication
YCR068W	3	ATG15	237214	238776	W	Lipase required for intravacuolar lysis of autophagic bodies and Cvt bodies; targeted to intravacuolar vesicles during autophagy via the multivesicular body (MVB) pathway
YCR069W	3	CPR4	239055	240011	W	Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; has a potential role in the secretory pathway; CPR4 has a paralog, CPR8, that arose from the whole genome duplication
YCR071C	3	IMG2	240543	240103	C	Mitochondrial ribosomal protein of the large subunit
YCR072C	3	RSA4	242352	240805	C	WD-repeat protein involved in ribosome biogenesis; may interact with ribosomes; required for maturation and efficient intra-nuclear transport or pre-60S ribosomal subunits, localizes to the nucleolus
YCR073C	3	SSK22	246583	242588	C	MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; functionally redundant with Ssk2p; interacts with and is activated by Ssk1p; phosphorylates Pbs2p; SSK22 has a paralog, SSK2, that arose from the whole genome duplication
YCR073W-A	3	SOL2	246963	247910	W	Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL2 has a paralog, SOL1, that arose from the whole genome duplication
YCR075C	3	ERS1	248815	248033	C	Protein with similarity to human cystinosin; cystinosin is a H(+)-driven transporter involved in L-cystine export from lysosomes and implicated in the disease cystinosis; contains seven transmembrane domains
YCR075W-A	3		248975	249202	W	Putative protein of unknown function; identified by homology to Ashbya gossypii; YCR075W-A has a paralog, YNR034W-A, that arose from the whole genome duplication
YCR076C	3	FUB1	250045	249293	C	Putative protein of unknown function; interacts physically with multiple subunits of the 20S proteasome and genetically with genes encoding 20S core particle and 19S regulatory particle subunits; exhibits boundary activity which blocks the propagation of heterochromatic silencing; contains a PI31 proteasome regulator domain and sequence similarity with human PSMF1, a proteasome inhibitor; not an essential gene
YCR077C	3	PAT1	252628	250238	C	Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission, maintenance of rDNA locus stability, and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress
YCR079W	3	PTC6	252845	254173	W	Mitochondrial type 2C protein phosphatase (PP2C) with similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase
YCR081W	3	SRB8	254371	258654	W	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression
YCR081C-A	3		258651	258415	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with SRB8/YCR081W; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching
YCR082W	3	AHC2	258883	259269	W	Component of the ADA histone acetyltransferase complex; Ach2p and Ach1p are unique to the ADA complex and not shared with the related SAGA and SLIK complexes; may tether Ach1p to the complex
YCR083W	3	TRX3	259578	259961	W	Mitochondrial thioredoxin; highly conserved oxidoreductase required to maintain the redox homeostasis of the cell, forms the mitochondrial thioredoxin system with Trr2p, redox state is maintained by both Trr2p and Glr1p
YCR084C	3	TUP1	262452	260311	C	General repressor of transcription; forms complex with Cyc8p, involved in the establishment of repressive chromatin structure through interactions with histones H3 and H4, appears to enhance expression of some genes
YCR085W	3		262916	263269	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YCR086W	3	CSM1	263392	263964	W	Nucleolar protein that forms a complex with Lrs4p and then Mam1p at kinetochores during meiosis I to mediate accurate homolog segregation; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation
YCR087W	3		263976	264491	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized gene YCR087C-A; YCR087W is not an essential gene
YCR087C-A	3		264467	264006	C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; YCR087C-A is not an essential gene
YCR088W	3	ABP1	265068	266846	W	Actin-binding protein of the cortical actin cytoskeleton; important for activation of the Arp2/3 complex that plays a key role actin in cytoskeleton organization; phosphorylation within its PRR (Proline-Rich Region), mediated by Cdc28p and Pho85p, protects Abp1p from proteolysis mediated by its own PEST sequences
YCR089W	3	FIG2	267434	272263	W	Cell wall adhesin, expressed specifically during mating; may be involved in maintenance of cell wall integrity during mating; FIG2 has a paralog, AGA1, that arose from the whole genome duplication
YCR090C	3		272863	272315	C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YCR090C is not an essential gene
YCR091W	3	KIN82	274404	276566	W	Putative serine/threonine protein kinase; implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases) Lem3p-Dnf1p/Dnf2p; KIN82 has a paralog, FPK1, that arose from the whole genome duplication
YCR092C	3	MSH3	279820	276764	C	Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends, contains a PCNA (Pol30p) binding motif required for genome stability
YCR093W	3	CDC39	280117	286443	W	Component of the CCR4-NOT complex, which has multiple roles in regulating mRNA levels including regulation of transcription and destabilizing mRNAs by deadenylation; basal transcription factor
YCR094W	3	CDC50	286762	287937	W	Endosomal protein that interacts with phospholipid flippase Drs2p; interaction with Cdc50p is essential for Drs2p catalytic activity; mutations affect cell polarity and polarized growth; similar to Lem3p; CDC50 has a paralog, YNR048W, that arose from the whole genome duplication
YCR095C	3	OCA4	289258	288170	C	Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts
YCR095W-A	3		289639	289797	W	Putative protein of unknown function
YCR096C	3	HMRA2	293538	293179	C	Silenced copy of a2 at HMR; similarity to Alpha2p; required along with a1p for inhibiting expression of the HO endonuclease in a/alpha HO/HO diploid cells with an active mating-type interconversion system
YCR097W	3	HMRA1	293835	294321	W	Silenced copy of a1 at HMR; homeobox corepressor that interacts with Alpha2p to repress haploid-specific gene transcription in diploid cells
YCR097W-A	3		294439	294705	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by homology to a hemiascomycetous yeast protein
YCR098C	3	GIT1	298605	297049	C	Plasma membrane permease; mediates uptake of glycerophosphoinositol and glycerophosphocholine as sources of the nutrients inositol and phosphate; expression and transport rate are regulated by phosphate and inositol availability
YCR099C	3		301299	300832	C	Putative protein of unknown function
YCR100C	3		302221	301271	C	Putative protein of unknown function
YCR101C	3		303030	302482	C	Putative protein of unknown function; localizes to the membrane fraction; YCR101C is not an essential gene
YCR102C	3		305467	304361	C	Putative protein of unknown function, involved in copper metabolism; similar to C. carbonum toxD gene; member of the quinone oxidoreductase family
YCR102W-A	3		306735	306932	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YCR104W	3	PAU3	307801	308175	W	Member of the seripauperin multigene family encoded mainly in subtelomeric regions, active during alcoholic fermentation, regulated by anaerobiosis, negatively regulated by oxygen, repressed by heme
YCR105W	3	ADH7	309070	310155	W	NADPH-dependent medium chain alcohol dehydrogenase with broad substrate specificity; member of the cinnamyl family of alcohol dehydrogenases; may be involved in fusel alcohol synthesis or in aldehyde tolerance
YCR106W	3	RDS1	310958	313456	W	Putative zinc cluster transcription factor; involved in conferring resistance to cycloheximide
YCR107W	3	AAD3	313890	314981	W	Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; AAD3 has a paralog, AAD15, that arose from a segmental duplication
YCR108C	3		316188	315997	C	Putative protein of unknown function; identified by fungal homology and RT-PCR
YDL248W	4	COS7	1802	2953	W	Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YDL247W-A	4		3762	3836	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species
YDL247W	4	MPH2	5985	7814	W	Alpha-glucoside permease, transports maltose, maltotriose, alpha-methylglucoside, and turanose; identical to Mph3p; encoded in a subtelomeric position in a region likely to have undergone duplication
YDL246C	4	SOR2	9756	8683	C	Protein of unknown function; protein sequence is 99% identical to the Sor1p sorbitol dehydrogenase; computational analysis of large-scale protein-protein interaction data also suggests a role in fructose or mannose metabolism
YDL245C	4	HXT15	13360	11657	C	Protein of unknown function with similarity to hexose transporter family members, expression is induced by low levels of glucose and repressed by high levels of glucose
YDL244W	4	THI13	16204	17226	W	Protein involved in synthesis of the thiamine precursor hydroxymethylpyrimidine (HMP); member of a subtelomeric gene family including THI5, THI11, THI12, and THI13
YDL243C	4	AAD4	18566	17577	C	Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin
YDL242W	4		18959	19312	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YDL241W	4		20635	21006	W	Putative protein of unknown function; YDL241W is not an essential gene
YDL240C-A	4		22608	22471	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by sequence comparison with hemiascomycetous yeast species
YDL240W	4	LRG1	22823	25876	W	Putative GTPase-activating protein (GAP) involved in the Pkc1p-mediated signaling pathway that controls cell wall integrity; appears to specifically regulate 1,3-beta-glucan synthesis
YDL239C	4	ADY3	28775	26403	C	Protein required for spore wall formation; thought to mediate assembly of a Don1p-containing structure at the leading edge of the prospore membrane via interaction with spindle pole body components; potentially phosphorylated by Cdc28p; ADY3 has a paralog, CNM67, that arose from the whole genome duplication
YDL238C	4	GUD1	30454	28985	C	Guanine deaminase, a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures
YDL237W	4	AIM6	30657	31829	W	Putative protein of unknown function, required for respiratory growth; YDL237W is not an essential gene
YDL236W	4	PHO13	32296	33234	W	Alkaline phosphatase specific for p-nitrophenyl phosphate; also has protein phosphatase activity
YDL235C	4	YPD1	33918	33415	C	Phosphorelay intermediate protein, phosphorylated by the plasma membrane sensor Sln1p in response to osmotic stress and then in turn phosphorylates the response regulators Ssk1p in the cytosol and Skn7p in the nucleus
YDL234C	4	GYP7	36477	34237	C	GTPase-activating protein for yeast Rab family members including: Ypt7p (most effective), Ypt1p, Ypt31p, and Ypt32p (in vitro); involved in vesicle mediated protein trafficking
YDL233W	4	MFG1	36797	38173	W	Regulator of filamentous growth; interacts with FLO11 promoter and regulates FLO11 expression; binds to transcription factors Flo8p and Mss11p; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YDL233W is not an essential gene
YDL232W	4	OST4	38487	38597	W	Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes protein asparagine-linked glycosylation; type I membrane protein required for incorporation of Ost3p or Ost6p into the OST complex
YDL231C	4	BRE4	42244	38867	C	Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A, a drug which is known to affect intracellular transport
YDL230W	4	PTP1	42700	43707	W	Phosphotyrosine-specific protein phosphatase that dephosphorylates a broad range of substrates in vivo, including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation
YDL229W	4	SSB1	44065	45906	W	Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in folding of newly-made polypeptide chains; member of the HSP70 family; interacts with phosphatase subunit Reg1p; SSB1 has a paralog, SSB2, that arose from the whole genome duplication
YDL228C	4		45918	45277	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps the verified gene SSB1
YDL227C	4	HO	48031	46271	C	Site-specific endonuclease required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p, Swi5p and Ash1p
YDL226C	4	GCS1	52173	51115	C	ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; required for prospore membrane formation; regulates phospholipase Spo14p; shares functional similarity with Glo3p; GCS1 has a paralog, SPS18, that arose from the whole genome duplication
YDL225W	4	SHS1	52445	54100	W	Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins; undergoes sumoylation and phosphorylation during mitosis; protein abundance increases in response to DNA replication stress
YDL224C	4	WHI4	56346	54397	C	Putative RNA binding protein; regulates the cell size requirement for passage through Start and commitment to cell division; WHI4 has a paralog, WHI3, that arose from the whole genome duplication
YDL223C	4	HBT1	60405	57265	C	Shmoo tip protein, substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation, thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog, YNL195C, that arose from the whole genome duplication
YDL222C	4	FMP45	61801	60872	C	Integral membrane protein localized to mitochondria; required for sporulation and maintaining sphingolipid content; similar to SUR7; FMP45 has a paralog, YNL194C, that arose from the whole genome duplication
YDL221W	4		62011	62562	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the 3' end of essential gene CDC13
YDL220C	4	CDC13	65018	62244	C	Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase, telomere end protection, and conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes, but the essential function is telomere capping; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated as a function of cell cycle stage
YDL219W	4	DTD1	65242	65765	W	D-Tyr-tRNA(Tyr) deacylase, functions in protein translation, may affect nonsense suppression via alteration of the protein synthesis machinery; ubiquitous among eukaryotes
YDL218W	4		66493	67446	W	Putative protein of unknown function; YDL218W transcription is regulated by Azf1p and induced by starvation and aerobic conditions; expression also induced in cells treated with the mycotoxin patulin
YDL217C	4	TIM22	68606	67983	C	Essential core component of the mitochondrial TIM22 complex involved in insertion of polytopic proteins into the inner membrane; forms the channel through which proteins are imported
YDL216C	4	RRI1	70319	68997	C	Catalytic subunit of the COP9 signalosome (CSN) complex that acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling
YDL215C	4	GDH2	73918	70640	C	NAD(+)-dependent glutamate dehydrogenase, degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels
YDL214C	4	PRR2	76545	74446	C	Serine/threonine protein kinase; inhibits pheromone induced signalling downstream of MAPK, possibly at the level of the Ste12p transcription factor; mutant has increased aneuploidy tolerance; PRR2 has a paralog, NPR1, that arose from the whole genome duplication
YDL213C	4	NOP6	77966	77289	C	rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes
YDL212W	4	SHR3	78426	79058	W	Endoplasmic reticulum packaging chaperone, required for incorporation of amino acid permeases into COPII coated vesicles for transport to the cell surface
YDL211C	4		80412	79294	C	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YDL211C has a paralog, TDA7, that arose from the whole genome duplication
YDL210W	4	UGA4	84270	85985	W	Permease that serves as a gamma-aminobutyrate (GABA) transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane
YDL209C	4	CWC2	87226	86207	C	Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; binds directly to U6 snRNA; similar to S. pombe Cwf2
YDL208W	4	NHP2	87512	87982	W	Nuclear protein related to mammalian high mobility group (HMG) proteins, essential for function of H/ACA-type snoRNPs, which are involved in 18S rRNA processing
YDL207W	4	GLE1	88248	89864	W	Cytoplasmic nucleoporin required for polyadenylated mRNA export; contains a nuclear export signal; when bound to inositol hexakisphosphate (IP6), functions as an activator for the Dbp5p ATPase activity at the nuclear pore complex during mRNA export; mediates translation initiation; required for efficient translation termination
YDL206W	4		90176	92464	W	Putative protein of unknown function; YDL206W is not an essential protein
YDL205C	4	HEM3	93745	92762	C	Porphobilinogen deaminase, catalyzes the conversion of 4-porphobilinogen to hydroxymethylbilane, the third step in heme biosynthesis; localizes to the cytoplasm and nucleus; expression is regulated by Hap2p-Hap3p, but not by levels of heme
YDL204W	4	RTN2	94605	95786	W	Reticulon protein; stabilizes membrane curvature; involved in nuclear pore assembly and maintenance of tubular ER morphology; interacts with exocyst subunit Sec6p, Yip3p, and Sbh1p; much less abundant than Rtn1p; rtn1 rtn2 yop1 triple mutant lacks tubular ER; member of RTNLA (reticulon-like A) subfamily; protein increases in abundance and relocalizes to plasma membrane upon DNA replication stress; RTN2 has a paralog, RTN1, that arose from the whole genome duplication
YDL203C	4	ACK1	97953	96082	C	Protein that functions upstream of Pkc1p in the cell wall integrity pathway; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS; non-tagged Ack1p is detected in purified mitochondria
YDL202W	4	MRPL11	98475	99224	W	Mitochondrial ribosomal protein of the large subunit
YDL201W	4	TRM8	99561	100421	W	Noncatalytic subunit of a tRNA methyltransferase complex; Trm8p and Trm82p comprise an enzyme that catalyzes a methyl-transfer from S-adenosyl-l-methionine to the N(7) atom of guanine at position 46 in tRNA; Trm8 lacks catalytic activity if not bound to Trm82p
YDL200C	4	MGT1	101067	100501	C	DNA repair methyltransferase (6-O-methylguanine-DNA methylase) involved in protection against DNA alkylation damage
YDL199C	4		103353	101290	C	Putative transporter; member of the sugar porter family
YDL198C	4	GGC1	104551	103649	C	Mitochondrial GTP/GDP transporter; essential for mitochondrial genome maintenance; has a role in mitochondrial iron transport; member of the mitochondrial carrier family
YDL197C	4	ASF2	106494	104917	C	Anti-silencing protein that causes derepression of silent loci when overexpressed
YDL196W	4		106741	107070	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame is located in promoter region of essential gene SEC31
YDL195W	4	SEC31	107208	111029	W	Component of the Sec13p-Sec31p complex of the COPII vesicle coat; COPII coat is required for vesicle formation in ER to Golgi transport; mutant has increased aneuploidy tolerance
YDL194W	4	SNF3	111580	114234	W	Plasma membrane low glucose sensor, regulates glucose transport; contains 12 predicted transmembrane segments and a long C-terminal tail required for induction of hexose transporters; also senses fructose and mannose; SNF3 has a paralog, RGT2, that arose from the whole genome duplication
YDL193W	4	NUS1	114672	115799	W	Putative prenyltransferase; required for cell viability; proposed to be involved in protein trafficking because tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY
YDL192W	4	ARF1	116321	116866	W	ADP-ribosylation factor; GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; ARF1 has a paralog, ARF2, that arose from the whole genome duplication
